Crop,State,Season,Area,Rainfall,Temperature,Humidity,Soil pH,Nitrogen,Phosphorus,Potassium,Fertilizer,Yield
Sugarcane,Gujarat,Zaid,7.54,934.0,31.7,70.2,6.57,92.4,70.9,45.5,56.2,83.33
Cotton,Karnataka,Zaid,2.63,1721.1,15.0,77.8,5.78,191.4,57.1,181.8,178.8,1.97
Groundnut,Gujarat,Rabi,2.51,964.2,16.4,80.7,6.73,106.0,52.8,157.2,157.8,2.68
Potato,Uttar Pradesh,Zaid,4.41,897.8,20.4,,6.24,84.8,41.1,43.2,207.5,24.22
Sugarcane,Karnataka,Kharif,7.61,808.2,25.8,50.8,7.94,138.3,66.3,66.6,119.6,88.68
Pulses,West Bengal,Rabi,3.91,806.5,23.2,,7.16,123.6,33.9,184.8,146.9,1.81
Cotton,Andhra Pradesh,Rabi,10.19,1040.4,15.1,66.4,6.72,142.3,26.4,124.2,229.0,2.78
Sugarcane,West Bengal,Rabi,3.84,514.6,32.7,75.0,6.14,121.0,37.9,141.9,143.9,101.46
Cotton,Punjab,Kharif,3.99,759.3,25.2,70.8,7.65,151.1,79.2,103.0,107.5,2.87
Wheat,Uttar Pradesh,Kharif,9.08,756.7,28.5,71.9,7.17,83.4,44.1,82.5,207.7,
Sugarcane,Gujarat,Kharif,7.07,812.0,29.4,76.0,5.75,217.6,28.7,94.2,98.6,93.46
Cotton,Gujarat,Kharif,4.54,684.8,30.6,62.6,7.14,155.6,85.7,76.1,106.6,2.47
Pulses,Punjab,Rabi,3.91,250.0,29.1,95.0,6.25,150.0,59.9,100.2,70.3,1.81
Maize,Tamil Nadu,Zaid,6.17,674.0,25.0,69.8,6.4,139.9,34.4,99.6,216.5,5.07
Cotton,Uttar Pradesh,Zaid,9.86,585.6,23.1,71.5,6.61,119.7,60.3,128.9,197.6,2.42
Sugarcane,West Bengal,Rabi,8.24,749.3,20.1,55.3,6.08,184.5,29.7,73.7,214.2,96.55
Maize,Gujarat,Kharif,3.42,601.0,24.2,89.2,5.91,129.9,42.1,130.3,158.2,5.55
Groundnut,Haryana,Kharif,3.18,659.4,22.0,81.7,6.69,101.4,58.3,65.1,147.5,3.3
Maize,Maharashtra,Kharif,2.05,1119.0,28.0,71.6,6.7,130.9,52.0,103.0,194.8,5.0
Pulses,Haryana,Rabi,5.21,1175.9,34.5,72.9,6.51,140.5,67.7,112.5,28.8,1.78
Groundnut,Punjab,Rabi,3.68,1085.2,30.1,60.5,5.93,123.8,80.3,120.5,145.6,3.13
Wheat,Maharashtra,Kharif,6.0,1198.4,22.7,81.8,7.9,136.5,66.6,157.2,106.7,4.41
Sugarcane,Punjab,Kharif,5.15,676.2,26.7,57.7,6.5,198.7,42.2,83.8,114.6,113.85
Pulses,Punjab,Kharif,2.69,848.6,30.1,61.2,7.03,108.2,49.6,86.5,229.8,1.94
Cotton,Punjab,Rabi,7.42,1432.9,24.7,46.4,6.43,71.2,43.3,107.6,218.5,2.53
Potato,Tamil Nadu,Zaid,0.73,642.4,17.9,94.4,6.4,93.4,53.2,113.9,209.1,25.8
Potato,Uttar Pradesh,Kharif,2.77,250.0,24.3,55.2,6.71,130.8,43.6,120.4,186.7,28.45
Wheat,Karnataka,Rabi,9.56,876.0,32.8,63.0,5.88,,56.2,84.6,91.2,3.87
Sugarcane,Tamil Nadu,Rabi,8.58,1099.3,28.5,64.2,6.11,148.3,34.2,156.7,71.9,98.85
Cotton,Madhya Pradesh,Kharif,2.77,553.9,31.4,59.3,6.21,95.4,26.5,142.6,156.0,2.52
Wheat,Tamil Nadu,Rabi,1.61,1141.5,28.2,69.7,6.18,143.2,59.7,91.6,56.0,4.35
Potato,West Bengal,Rabi,3.94,803.6,23.1,68.3,6.97,176.0,97.4,71.0,159.7,30.48
Rice,Andhra Pradesh,Zaid,4.34,338.5,34.4,80.1,7.14,205.9,45.1,66.8,170.8,4.04
Potato,Karnataka,Kharif,1.52,815.3,21.7,82.2,7.88,94.1,75.7,127.9,161.8,27.15
Wheat,West Bengal,Rabi,7.99,602.1,23.8,75.3,7.29,118.1,64.1,39.4,116.8,4.18
Rice,Uttar Pradesh,Zaid,2.31,527.1,20.5,52.6,6.73,55.1,104.4,114.5,156.9,4.23
Pulses,Andhra Pradesh,Zaid,1.43,554.3,17.8,60.0,7.46,93.6,65.5,55.1,199.1,1.49
Wheat,Gujarat,Rabi,9.2,838.8,31.3,57.5,7.13,116.4,53.2,91.7,168.3,4.22
Groundnut,Punjab,Kharif,1.69,338.4,31.9,69.1,6.17,98.3,60.7,71.3,146.1,2.72
Groundnut,Maharashtra,Rabi,3.72,987.2,26.3,75.7,6.5,139.0,72.2,108.6,139.7,2.51
Sugarcane,Uttar Pradesh,Kharif,8.1,839.9,24.5,71.5,7.23,54.8,45.6,76.1,140.5,104.73
Wheat,West Bengal,Rabi,3.48,497.9,15.5,65.4,6.44,40.0,56.8,71.0,133.3,4.19
Pulses,Tamil Nadu,Zaid,1.46,822.7,32.7,71.7,7.95,57.6,83.2,104.6,159.9,1.49
Groundnut,Karnataka,Zaid,1.72,979.9,38.9,57.4,7.09,150.0,53.4,73.0,117.9,2.26
Groundnut,Madhya Pradesh,Zaid,2.21,1143.9,32.2,77.2,6.08,149.8,44.4,122.3,145.3,2.57
Potato,Maharashtra,Rabi,1.59,1257.8,25.6,64.2,6.17,85.5,27.0,65.7,196.9,23.73
Wheat,Andhra Pradesh,Zaid,1.92,666.8,29.7,53.8,7.08,75.8,54.5,81.0,210.7,3.87
Potato,Karnataka,Kharif,4.17,940.6,26.7,64.6,8.12,46.8,60.7,109.6,157.3,26.03
Rice,Karnataka,Rabi,6.24,726.9,27.0,60.5,7.17,126.3,39.8,91.7,164.2,4.75
Rice,Uttar Pradesh,Zaid,7.62,819.1,30.4,57.0,7.05,129.2,47.9,172.2,136.8,4.64
Maize,Gujarat,Kharif,1.7,545.6,27.6,74.0,6.05,168.9,66.8,98.2,133.5,4.75
Maize,West Bengal,Kharif,2.34,1155.5,22.2,62.8,6.52,250.0,40.6,64.2,171.1,5.21
Sugarcane,Tamil Nadu,Zaid,1.35,1127.2,29.3,51.1,6.99,149.3,57.0,111.6,241.9,89.15
Sugarcane,West Bengal,Kharif,7.2,511.8,24.2,64.6,6.91,129.5,23.2,49.4,87.8,101.12
Potato,Uttar Pradesh,Rabi,1.73,259.9,30.7,62.6,5.68,113.8,63.8,90.6,121.8,25.46
Maize,Karnataka,Rabi,4.21,710.2,22.6,55.5,6.86,124.1,70.1,124.4,187.0,5.24
Cotton,Madhya Pradesh,Kharif,4.81,488.9,30.1,91.8,6.8,62.9,32.8,115.3,,2.53
Potato,West Bengal,Zaid,3.31,1135.5,21.8,66.4,5.86,153.0,36.3,78.9,151.8,24.71
Sugarcane,Uttar Pradesh,Zaid,3.51,721.0,25.5,54.0,7.84,88.1,64.0,139.7,154.1,88.27
Potato,Andhra Pradesh,Rabi,0.5,1340.0,29.5,62.1,6.54,98.3,89.9,126.4,76.8,25.86
Pulses,Tamil Nadu,Rabi,3.28,689.2,,54.2,6.2,218.1,48.0,125.2,100.4,1.8
Potato,Gujarat,Kharif,2.48,579.0,27.2,64.5,6.41,118.5,70.7,87.7,139.3,26.5
Wheat,West Bengal,Rabi,6.89,1100.8,34.8,74.1,6.3,61.9,83.0,30.0,109.8,4.3
Potato,Madhya Pradesh,Zaid,1.76,923.0,23.7,59.5,6.84,101.8,55.7,78.5,129.2,23.6
Cotton,Madhya Pradesh,Rabi,2.12,859.5,21.2,64.5,7.59,133.8,60.1,116.0,157.0,2.63
Pulses,Andhra Pradesh,Zaid,1.36,727.4,30.4,72.4,6.42,89.1,23.9,96.5,203.9,1.63
Pulses,Madhya Pradesh,Kharif,5.8,1048.5,21.0,95.0,7.75,182.6,32.4,134.5,199.1,1.84
Cotton,Haryana,Rabi,4.0,,32.1,68.7,6.93,91.1,86.4,96.7,20.0,2.76
Potato,Haryana,Zaid,0.59,781.5,17.8,77.6,6.15,159.6,60.7,86.5,141.8,24.86
Groundnut,Uttar Pradesh,Kharif,1.02,1171.9,30.7,,6.41,112.2,51.3,59.4,120.1,2.9
Cotton,Maharashtra,Kharif,4.67,1019.7,29.7,86.8,6.55,192.6,46.7,51.3,192.3,2.41
Sugarcane,Punjab,Rabi,8.38,626.3,36.7,82.6,7.3,118.4,15.0,157.7,191.5,105.58
Potato,West Bengal,Kharif,3.68,699.1,25.7,71.8,5.49,135.8,41.4,199.4,117.7,28.11
Sugarcane,Tamil Nadu,Rabi,7.53,688.5,19.6,61.8,6.06,83.8,61.3,92.2,169.0,95.8
Wheat,Tamil Nadu,Zaid,6.14,1052.8,19.2,71.8,7.83,217.0,71.0,89.6,153.4,4.0
Sugarcane,Haryana,Rabi,4.94,864.8,27.3,75.9,6.91,103.0,45.9,161.0,163.9,104.94
Cotton,Maharashtra,Rabi,3.96,741.1,25.0,67.1,6.88,103.8,79.1,110.6,215.1,2.69
Pulses,Madhya Pradesh,Zaid,5.35,811.3,,74.6,6.74,158.4,42.5,93.3,131.4,1.57
Maize,Karnataka,Kharif,2.61,830.4,32.3,49.7,7.17,167.4,31.8,75.1,237.1,4.96
Potato,Karnataka,Zaid,1.13,711.0,32.2,49.7,6.88,143.5,27.9,135.9,38.6,25.99
Pulses,Gujarat,Kharif,1.08,1070.7,15.8,72.0,6.58,76.2,46.2,113.6,90.8,1.74
Cotton,Andhra Pradesh,Zaid,2.69,978.8,25.5,63.2,5.98,115.1,66.9,89.7,250.6,2.55
Groundnut,Gujarat,Kharif,5.32,689.7,22.8,59.6,8.14,82.2,40.2,128.5,94.7,3.06
Maize,Tamil Nadu,Zaid,1.13,1074.2,20.9,63.0,6.91,124.1,49.1,150.9,300.0,4.82
Maize,Gujarat,Zaid,5.44,920.5,19.4,71.3,6.87,138.8,43.2,85.7,87.1,4.45
Cotton,Uttar Pradesh,Kharif,8.35,836.9,30.4,78.4,8.2,162.2,82.4,63.8,169.8,2.63
Sugarcane,Karnataka,Zaid,1.14,412.6,31.2,79.0,6.48,125.9,43.5,107.7,105.1,78.69
Wheat,Madhya Pradesh,Kharif,4.37,745.1,17.5,63.0,6.76,88.7,53.9,94.8,106.1,4.09
Wheat,Madhya Pradesh,Rabi,3.39,502.3,26.3,61.4,7.18,92.7,15.0,64.1,87.6,3.95
Sugarcane,Haryana,Rabi,5.74,573.3,15.0,66.9,6.53,189.4,27.7,91.9,89.3,106.47
Cotton,Haryana,Zaid,2.57,510.2,33.4,73.1,7.52,102.7,78.0,118.5,241.1,2.49
Groundnut,Haryana,Zaid,3.84,1039.5,27.7,67.6,6.81,121.7,53.3,93.5,89.6,2.92
Wheat,Tamil Nadu,Kharif,4.14,797.5,28.2,73.1,6.79,200.6,41.3,112.7,174.2,4.79
Wheat,Karnataka,Kharif,4.62,461.9,20.0,73.4,7.73,,47.4,107.9,94.3,4.07
Groundnut,Uttar Pradesh,Kharif,1.41,875.6,15.0,93.3,7.55,133.2,52.7,149.6,44.7,2.51
Potato,Haryana,Zaid,1.21,799.2,24.2,64.4,7.06,145.1,21.9,103.6,153.2,27.17
Groundnut,Andhra Pradesh,Rabi,3.91,1082.1,25.6,44.6,5.72,102.2,15.0,139.3,166.8,2.75
Potato,Madhya Pradesh,Rabi,2.34,826.7,32.3,75.1,6.16,133.7,15.0,155.7,25.3,25.95
Rice,Madhya Pradesh,Rabi,4.74,773.7,30.9,75.8,7.25,145.5,52.3,101.5,160.2,4.54
Cotton,Gujarat,Rabi,5.18,822.5,23.1,54.8,5.41,185.0,69.8,142.5,193.1,2.83
Rice,Uttar Pradesh,Rabi,1.15,579.1,26.0,71.5,7.74,146.3,31.3,81.4,83.6,4.22
Pulses,Karnataka,Zaid,2.55,600.4,34.6,52.3,6.23,155.1,84.8,143.1,81.5,1.39
Rice,West Bengal,Kharif,3.66,914.6,22.5,67.2,6.34,96.1,31.2,138.6,180.1,4.79
Rice,Maharashtra,Rabi,1.42,825.2,27.3,82.4,6.97,131.3,63.5,91.5,241.3,4.36
Wheat,West Bengal,Rabi,1.02,528.4,34.9,87.3,5.98,83.0,68.0,61.1,171.0,3.88
Pulses,Andhra Pradesh,Kharif,6.04,1210.5,23.0,94.6,7.15,160.9,23.4,143.8,139.2,2.04
Rice,Madhya Pradesh,Zaid,6.26,836.6,21.8,71.4,6.65,102.5,73.2,37.3,176.5,4.33
Sugarcane,Madhya Pradesh,Kharif,5.62,586.2,23.8,82.9,6.85,153.6,82.7,133.1,155.5,104.11
Pulses,Uttar Pradesh,Zaid,4.86,810.7,27.9,60.4,6.07,132.0,46.7,137.1,107.8,1.86
Groundnut,Maharashtra,Kharif,2.04,725.5,28.3,75.1,7.9,141.7,55.9,120.8,193.0,2.93
Maize,Gujarat,Rabi,1.61,928.4,25.9,81.1,6.02,117.0,50.9,79.6,68.1,5.26
Pulses,Madhya Pradesh,Zaid,3.33,516.7,25.2,74.4,8.17,157.8,61.5,149.6,126.3,1.56
Wheat,West Bengal,Kharif,1.96,1016.5,27.4,84.1,6.54,141.7,82.8,30.0,138.1,4.22
Maize,Gujarat,Zaid,1.92,490.7,38.7,78.3,,95.2,50.6,114.4,154.4,4.21
Potato,Maharashtra,Rabi,3.05,479.3,24.9,58.6,7.68,140.6,61.4,104.9,149.2,24.96
Potato,Andhra Pradesh,Zaid,1.75,835.9,32.1,73.2,6.36,125.1,40.0,136.5,97.6,24.6
Wheat,Haryana,Kharif,3.39,614.1,25.7,63.9,7.11,45.6,53.5,30.0,134.4,4.7
Maize,Uttar Pradesh,Rabi,2.01,626.6,25.2,53.4,6.33,109.5,66.0,117.3,203.6,6.2
Groundnut,Haryana,Rabi,5.85,816.8,27.6,73.9,7.28,88.6,70.7,133.9,54.3,3.13
Sugarcane,West Bengal,Kharif,4.28,603.2,27.9,81.6,6.68,100.4,45.3,44.4,159.8,97.71
Cotton,Haryana,Rabi,9.12,795.9,31.6,57.1,5.86,138.9,53.6,84.5,68.7,2.63
Potato,Madhya Pradesh,Rabi,3.56,851.2,25.1,78.4,7.1,115.1,32.5,110.9,130.0,28.4
Cotton,Haryana,Zaid,3.48,636.6,25.5,58.5,7.71,158.6,66.2,44.9,149.0,2.57
Potato,Madhya Pradesh,Rabi,0.74,666.0,30.6,76.9,6.77,123.1,50.7,85.9,61.5,25.9
Pulses,Uttar Pradesh,Rabi,4.44,833.1,22.9,70.0,6.27,184.8,20.4,93.7,222.4,1.96
Sugarcane,Gujarat,Kharif,1.78,859.5,30.0,53.2,6.58,75.0,42.7,134.1,55.2,89.01
Wheat,Tamil Nadu,Kharif,4.09,1054.7,19.9,77.2,6.65,109.2,15.0,132.7,213.0,4.4
Cotton,Haryana,Zaid,6.35,848.8,28.6,57.8,6.2,193.4,104.3,103.3,169.2,2.53
Potato,Tamil Nadu,Kharif,3.09,928.0,32.7,73.2,7.06,108.2,47.6,186.7,36.5,29.22
Rice,West Bengal,Rabi,4.49,1089.4,25.5,71.3,7.24,157.5,45.3,157.2,157.6,5.09
Maize,Haryana,Zaid,2.29,1204.9,30.7,54.0,6.65,90.3,40.6,98.1,130.8,4.53
Maize,Madhya Pradesh,Kharif,2.82,757.7,22.3,66.8,6.26,176.6,44.3,104.7,146.0,4.77
Groundnut,Maharashtra,Zaid,2.16,1382.4,25.0,78.5,6.63,189.1,82.9,171.3,201.2,2.79
Groundnut,Tamil Nadu,Zaid,4.81,1058.2,30.0,65.9,6.04,176.0,46.4,144.3,92.4,2.63
Wheat,Andhra Pradesh,Kharif,8.62,873.8,15.3,85.8,8.2,207.1,41.2,106.0,145.1,4.66
Rice,Maharashtra,Zaid,5.61,1288.1,28.3,71.2,6.76,74.3,61.4,53.3,117.0,3.94
Wheat,Madhya Pradesh,Zaid,4.67,903.5,32.9,70.6,7.67,135.7,88.8,129.5,,3.32
Sugarcane,Maharashtra,Kharif,6.64,1112.7,24.8,50.0,5.47,73.4,70.9,165.9,171.8,96.64
Potato,Madhya Pradesh,Zaid,1.31,790.4,31.4,65.6,6.51,132.4,66.6,140.1,166.3,26.51
Rice,Andhra Pradesh,Kharif,6.54,1409.1,29.5,57.6,6.68,118.3,40.3,163.6,160.7,4.59
Rice,Madhya Pradesh,Rabi,2.83,855.2,27.5,77.0,6.33,174.3,34.9,126.5,116.1,4.5
Sugarcane,Karnataka,Zaid,1.29,722.0,25.0,78.3,6.62,134.4,58.7,100.3,233.4,86.58
Groundnut,Uttar Pradesh,Zaid,5.14,794.2,25.3,70.2,7.43,101.9,23.7,30.0,172.2,
Rice,Karnataka,Zaid,7.52,856.8,25.5,70.8,6.98,95.9,73.8,72.6,117.6,4.01
Maize,Karnataka,Kharif,4.9,843.7,24.5,71.4,6.91,40.0,33.0,71.3,169.5,4.63
Sugarcane,Uttar Pradesh,Zaid,1.19,848.6,29.5,70.0,7.55,110.3,51.6,75.5,165.6,85.27
Sugarcane,Gujarat,Zaid,4.99,679.3,40.0,44.3,6.25,165.2,24.7,88.0,88.3,83.87
Groundnut,Andhra Pradesh,Kharif,1.48,776.5,31.1,56.5,6.77,176.2,65.0,111.6,99.8,2.67
Pulses,Haryana,Zaid,2.86,670.3,39.1,50.0,6.08,136.5,76.6,60.8,34.4,1.81
Sugarcane,Gujarat,Rabi,2.49,282.4,29.7,72.2,6.67,145.6,,200.3,145.0,94.04
Pulses,Karnataka,Zaid,6.24,1174.8,27.3,74.3,6.57,68.7,43.3,65.2,171.7,1.63
Potato,Punjab,Kharif,3.42,628.8,24.9,68.6,6.48,116.2,74.7,87.6,157.8,29.11
Potato,Karnataka,Kharif,4.71,1398.0,30.0,60.7,6.29,135.0,37.4,86.0,190.2,25.09
Sugarcane,Uttar Pradesh,Rabi,1.09,1077.1,25.9,68.7,4.8,154.4,50.6,95.8,161.9,100.2
Groundnut,Punjab,Zaid,2.11,250.0,37.3,44.0,7.02,119.5,60.7,97.1,128.9,2.66
Wheat,West Bengal,Rabi,2.52,750.9,36.5,66.8,8.04,122.5,43.6,122.3,102.0,3.78
Wheat,Gujarat,Kharif,4.54,580.5,24.8,56.0,7.29,140.4,46.2,75.6,145.7,4.19
Wheat,Haryana,Kharif,2.99,1090.9,18.9,73.8,5.88,158.9,109.0,121.1,260.0,4.89
Rice,Tamil Nadu,Kharif,7.64,250.0,18.9,62.6,5.72,112.1,44.9,86.7,159.1,5.3
Potato,Maharashtra,Rabi,3.1,716.6,26.7,57.7,5.63,89.6,49.8,151.0,176.0,27.44
Sugarcane,Punjab,Rabi,2.05,548.3,23.5,71.7,5.85,131.1,61.2,82.7,114.2,100.62
Rice,Haryana,Zaid,7.13,1670.8,20.8,64.8,7.45,127.4,81.2,100.2,228.1,4.54
Pulses,Haryana,Rabi,3.59,720.4,34.7,,7.44,112.8,70.6,50.2,190.8,2.03
Rice,West Bengal,Kharif,6.06,1025.2,37.4,95.0,7.18,161.1,68.2,87.9,92.6,4.58
Pulses,Karnataka,Zaid,3.95,760.6,37.8,72.0,7.3,76.2,53.8,151.9,60.9,1.38
Rice,Madhya Pradesh,Rabi,1.02,981.9,20.6,59.5,6.98,120.9,74.5,30.0,,4.53
Sugarcane,Andhra Pradesh,Kharif,7.02,1553.1,26.7,64.8,5.63,100.5,28.3,38.3,138.6,86.79
Sugarcane,Tamil Nadu,Kharif,2.92,868.0,33.6,57.3,6.68,173.8,29.4,93.1,112.5,108.43
Pulses,Tamil Nadu,Rabi,5.52,753.9,29.9,,6.44,159.0,50.4,89.9,50.7,1.66
Pulses,Andhra Pradesh,Kharif,3.41,732.6,29.0,66.1,6.68,126.4,15.0,93.3,138.0,1.73
Pulses,Uttar Pradesh,Rabi,6.57,1113.9,30.9,49.8,6.12,167.3,72.8,124.3,168.6,1.86
Wheat,Karnataka,Rabi,2.79,569.0,,66.4,7.22,179.2,25.3,102.4,83.9,3.78
Maize,Uttar Pradesh,Zaid,6.03,715.5,23.9,61.0,6.39,115.2,69.5,84.0,149.8,5.12
Maize,Andhra Pradesh,Zaid,4.39,697.7,28.7,72.6,8.2,45.5,74.7,105.5,20.0,3.76
Rice,West Bengal,Zaid,7.89,306.7,32.3,51.6,6.1,189.7,44.4,132.2,239.6,4.49
Wheat,Gujarat,Rabi,3.45,1100.8,30.8,60.6,7.02,86.0,,96.9,94.7,4.54
Sugarcane,Gujarat,Zaid,6.96,541.4,23.0,76.4,7.17,152.7,46.7,81.9,32.4,90.8
Wheat,Karnataka,Rabi,6.21,946.7,31.0,58.9,8.2,40.0,47.1,180.0,55.3,4.12
Sugarcane,Gujarat,Zaid,4.13,706.1,31.5,72.5,6.37,140.9,15.0,109.5,154.9,92.94
Potato,Madhya Pradesh,Rabi,1.52,414.4,34.0,81.1,5.53,100.5,47.5,109.0,81.9,26.09
Groundnut,Tamil Nadu,Rabi,5.77,1078.0,34.8,80.8,7.5,168.8,59.1,141.2,114.5,2.83
Wheat,Madhya Pradesh,Zaid,8.87,563.6,31.3,62.3,6.76,64.4,96.4,100.1,230.7,4.3
Rice,West Bengal,Kharif,1.05,427.9,23.4,87.7,5.97,95.2,77.9,96.3,140.9,4.18
Groundnut,Andhra Pradesh,Zaid,3.66,952.0,20.7,74.3,5.66,187.0,62.5,45.0,285.8,2.98
Rice,Maharashtra,Rabi,5.33,1047.6,32.5,79.2,6.0,115.1,57.1,54.1,173.2,4.2
Wheat,Karnataka,Kharif,1.46,1472.2,28.6,68.5,6.09,40.0,39.9,102.8,176.1,3.52
Pulses,Karnataka,Rabi,3.04,1167.2,31.0,86.0,5.88,152.0,46.9,142.9,221.8,1.75
Maize,Uttar Pradesh,Zaid,1.92,731.8,25.6,65.1,6.76,168.1,53.5,63.4,120.5,5.07
Cotton,Madhya Pradesh,Zaid,9.56,1376.1,30.8,74.4,7.89,115.3,77.8,101.7,165.5,2.17
Pulses,Maharashtra,Kharif,4.41,1494.2,16.5,74.1,6.13,73.4,46.1,61.5,95.7,1.52
Groundnut,West Bengal,Rabi,4.66,1049.4,20.2,62.6,8.02,107.0,21.2,119.4,151.6,2.82
Sugarcane,Haryana,Zaid,4.95,801.2,34.7,55.7,6.88,130.3,40.6,,155.3,93.48
Maize,Karnataka,Kharif,5.17,863.3,26.0,67.2,6.58,84.0,67.7,124.3,173.4,5.36
Wheat,Karnataka,Zaid,8.35,1017.9,29.6,48.4,5.87,150.8,65.8,86.3,148.0,4.11
Wheat,Gujarat,Zaid,5.01,582.5,28.7,46.2,7.75,206.2,59.3,107.4,124.5,4.15
Groundnut,Haryana,Rabi,3.11,1117.1,26.2,78.3,6.4,169.5,59.9,155.8,180.9,3.13
Cotton,Maharashtra,Rabi,2.11,1176.9,25.8,95.0,7.45,167.7,54.0,147.1,129.0,2.67
Rice,Uttar Pradesh,Rabi,1.14,,26.7,72.3,6.24,232.2,77.6,83.7,251.2,5.15
Cotton,Karnataka,Rabi,8.32,996.0,30.2,68.7,6.94,105.5,20.8,96.0,186.8,2.69
Wheat,West Bengal,Rabi,3.48,786.9,26.2,95.0,6.25,135.0,39.0,58.5,192.3,4.44
Wheat,West Bengal,Rabi,3.43,496.3,30.5,71.0,6.79,143.5,38.5,143.2,143.1,4.22
Wheat,Haryana,Kharif,3.87,889.0,25.4,81.6,6.73,76.1,35.5,65.0,263.2,5.1
Cotton,Karnataka,Zaid,3.98,760.0,25.5,80.8,6.4,116.5,61.0,127.7,215.1,2.42
Rice,Madhya Pradesh,Zaid,5.85,978.5,15.0,64.8,7.29,113.5,48.3,72.3,161.7,4.17
Pulses,Andhra Pradesh,Kharif,2.94,785.6,35.9,71.1,6.89,140.2,45.6,190.8,198.3,1.92
Potato,Tamil Nadu,Zaid,2.67,706.0,21.8,49.9,6.16,101.7,76.1,177.0,149.2,25.94
Rice,Haryana,Rabi,1.11,906.6,22.2,64.1,6.01,190.0,47.1,81.1,177.0,5.18
Maize,Haryana,Rabi,3.74,702.5,27.3,59.6,6.34,105.9,38.0,113.7,113.7,5.57
Potato,Andhra Pradesh,Rabi,3.03,776.6,15.5,40.8,5.12,182.6,49.9,52.1,94.4,27.08
Potato,Haryana,Kharif,1.26,992.0,22.0,43.5,6.22,123.3,59.2,31.0,137.3,29.31
Cotton,Maharashtra,Zaid,5.06,1448.3,21.2,63.2,6.68,68.2,55.7,171.6,106.4,1.85
Sugarcane,Punjab,Rabi,7.72,385.7,18.5,75.4,7.44,117.3,85.3,73.4,105.8,106.19
Groundnut,Punjab,Kharif,5.33,454.4,23.7,58.8,6.6,155.3,34.5,155.8,142.1,3.06
Pulses,Tamil Nadu,Rabi,6.77,890.7,26.5,87.5,6.55,95.3,61.2,76.8,133.3,1.86
Potato,Tamil Nadu,Kharif,4.12,736.6,32.7,81.1,6.99,123.8,61.3,116.8,200.2,28.49
Pulses,Punjab,Rabi,6.1,995.8,33.6,95.0,6.44,169.3,76.5,112.8,147.4,1.97
Cotton,Andhra Pradesh,Rabi,10.49,826.1,21.3,51.7,6.39,120.9,49.0,155.0,174.0,2.79
Wheat,Karnataka,Zaid,5.59,673.6,26.7,70.7,7.43,182.7,29.9,65.5,208.5,3.64
Wheat,Gujarat,Rabi,3.36,1098.5,31.6,66.0,7.25,145.7,83.0,123.8,121.9,4.39
Potato,West Bengal,Kharif,4.06,1132.2,35.6,72.9,6.78,71.7,44.8,121.1,86.8,28.15
Rice,Punjab,Kharif,6.24,1076.5,27.7,58.9,7.26,164.9,63.0,112.5,164.5,5.29
Rice,Gujarat,Zaid,4.84,778.7,20.4,68.9,7.22,93.4,56.6,108.1,20.0,4.18
Groundnut,Tamil Nadu,Kharif,5.24,1246.9,21.0,76.9,6.55,70.0,25.7,43.0,108.6,2.77
Potato,West Bengal,Zaid,2.24,976.7,34.2,45.7,7.61,106.9,39.6,134.8,171.2,23.82
Sugarcane,West Bengal,Zaid,6.35,530.7,30.6,72.7,7.27,95.2,50.1,125.5,230.3,79.43
Wheat,Tamil Nadu,Zaid,8.4,577.4,19.3,50.7,7.1,64.0,40.7,63.2,233.2,3.81
Potato,Karnataka,Rabi,4.58,297.6,23.8,65.2,6.13,105.1,46.2,149.8,116.7,24.36
Rice,Karnataka,Rabi,3.76,613.2,23.4,73.1,7.25,181.9,,31.0,153.7,4.13
Sugarcane,Maharashtra,Kharif,8.37,703.3,29.9,57.2,7.14,46.2,46.2,55.9,65.6,86.82
Pulses,Tamil Nadu,Kharif,6.89,1053.6,22.6,55.4,6.81,156.8,36.8,61.9,118.0,1.69
Groundnut,Maharashtra,Zaid,2.94,1691.6,28.7,57.8,6.77,101.7,34.0,107.5,75.6,2.1
Sugarcane,Haryana,Kharif,3.07,358.2,35.6,57.3,6.87,238.0,68.1,95.3,90.6,104.74
Rice,Punjab,Kharif,2.34,504.5,25.7,77.5,6.23,134.0,67.8,122.4,96.7,4.39
Sugarcane,Andhra Pradesh,Kharif,6.87,631.8,28.8,83.8,7.46,73.1,52.4,74.3,157.1,102.1
Cotton,Andhra Pradesh,Zaid,9.33,1077.3,22.6,72.1,6.92,160.3,49.9,152.4,119.9,2.43
Cotton,Punjab,Zaid,7.83,793.9,25.4,75.1,7.05,64.7,77.2,30.0,229.2,2.55
Wheat,West Bengal,Kharif,1.66,560.8,29.3,76.0,6.8,119.1,70.7,76.6,55.1,4.08
Potato,Uttar Pradesh,Zaid,3.32,1338.8,22.2,72.3,6.86,147.7,35.7,100.0,20.0,24.06
Wheat,Madhya Pradesh,Rabi,9.36,1150.7,27.3,58.6,6.65,93.1,65.7,114.8,141.9,4.24
Pulses,Tamil Nadu,Kharif,1.39,423.9,25.9,52.3,5.73,163.9,39.6,91.5,84.9,1.67
Groundnut,Punjab,Rabi,4.27,1188.9,29.1,64.3,6.33,119.4,37.3,128.7,183.3,2.99
Potato,Tamil Nadu,Zaid,2.66,889.0,27.7,57.5,6.1,141.6,64.6,51.3,200.9,24.73
